index,MainLanguage,Category,Filename,SentenceIndex,Sentence,Word_x,wordLength,wordIsEN,sentenceIsEN,wordIsDE,sentenceIsDE,wordIsFR,sentenceIsFR,wordIsIT,sentenceIsIT,Word_y,Language
0,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",Johann,6,0.43,0.0,0.57,0.29,0.0,0.71,0.0,0.0,Johann,fr
1,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",Wolfgang,8,0.14,0.0,0.86,0.29,0.0,0.71,0.0,0.0,Wolfgang,de
2,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",von,3,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,von,de
3,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",Goethe,6,1.0,0.0,0.0,0.29,0.0,0.71,0.0,0.0,Goethe,de
4,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",a,1,1.0,0.0,0.0,0.29,0.0,0.71,0.0,0.0,a,fr
5,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",dit,3,0.0,0.0,0.0,0.29,0.0,0.71,1.0,0.0,dit,fr
6,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",Nichts,6,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,Nichts,de
7,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",ist,3,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,ist,de
8,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",schwerer,8,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,schwerer,de
9,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",zu,2,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,zu,de
10,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",ertragen,8,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,ertragen,de
11,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",als,3,1.0,0.0,0.0,0.29,0.0,0.71,0.0,0.0,als,de
12,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",eine,4,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,eine,de
13,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",Reihe,5,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,Reihe,de
14,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",von,3,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,von,de
15,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",guten,5,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,guten,de
16,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",Tagen,5,0.0,0.0,1.0,0.29,0.0,0.71,0.0,0.0,Tagen,de
17,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",une,3,0.0,0.0,0.0,0.29,1.0,0.71,0.0,0.0,une,fr
18,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",citation,8,0.0,0.0,0.0,0.29,0.0,0.71,1.0,0.0,citation,fr
19,fr,Quotations,fr_Quotations,0,"Johann Wolfgang von Goethe a dit : ""Nichts ist schwerer zu ertragen, als eine Reihe von guten Tagen"", une citation qui souligne l'importance de la persévérance et de la résilience.",qui,3,0.0,0.0,0.0,0.29,1.0,0.71,0.0,0.0,qui,fr
