index,MainLanguage,Category,Filename,SentenceIndex,Sentence,Word,wordLength,wordIsEN,sentenceIsEN,wordIsDE,sentenceIsDE,wordIsFR,sentenceIsFR,wordIsIT,sentenceIsIT
0,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",Come,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",dice,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",il,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",proverbio,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",tedesco,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",Die,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",Gedanken,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",sind,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",frei,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",ossia,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
10,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",i,1,0.96,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",pensieri,8,0.0,0.0,0.0,0.0,0.71,0.0,0.29,1.0
12,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",sono,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
13,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",liberi,6,0.0,0.0,0.71,0.0,0.0,0.0,0.29,1.0
14,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",quindi,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15,it,Quotations,it_Quotations,0,"Come dice il proverbio tedesco, ""Die Gedanken sind frei"", ossia i pensieri sono liberi, quindi non dovremmo mai smettere di sognare e immaginare.",non,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
