index,MainLanguage,Category,Filename,SentenceIndex,Sentence,Word_x,wordLength,wordIsEN,sentenceIsEN,wordIsDE,sentenceIsDE,wordIsFR,sentenceIsFR,wordIsIT,sentenceIsIT,Word_y,Language
0,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",Je,2,0.14,0.0,0.0,0.0,0.86,1.0,0.0,0.0,Je,fr
1,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",suis,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,suis,fr
2,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",en,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,en,fr
3,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",train,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,train,fr
4,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",de,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,de,fr
5,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",regarder,8,0.0,0.0,0.71,0.0,0.0,1.0,0.29,0.0,regarder,fr
6,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",mon,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,mon,fr
7,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",émission,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,émission,fr
8,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",de,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,de,fr
9,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",télé,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,télé,fr
10,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",préférée,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,préférée,fr
11,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",en,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,en,fr
12,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",mode,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,mode,fr
13,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",binge,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,binge,en
14,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",watch,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,watch,en
15,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",NetflixandChill,15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NetflixandChill,en
16,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",sérieaddict,11,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sérieaddict,fr
17,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",J,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,J,fr
18,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",adore,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,adore,fr
19,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",mon,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,mon,fr
20,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",nouveau,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,nouveau,fr
21,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",job,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,job,en
22,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",mais,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,mais,fr
23,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",le,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,le,fr
24,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",stress,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,stress,fr
25,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",est,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,est,fr
26,fr,PopCulture,fr_PopCulture,0,"Je suis en train de regarder mon émission de télé préférée en mode binge-watch 📺 #NetflixandChill #sérieaddict
J'adore mon nouveau job, mais le stress est réel.",réel,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,réel,fr
