index,MainLanguage,Category,Filename,SentenceIndex,Sentence,Word_x,wordLength,wordIsEN,sentenceIsEN,wordIsDE,sentenceIsDE,wordIsFR,sentenceIsFR,wordIsIT,sentenceIsIT,Word_y,Language
0,it,Expressions,it_Expressions,0,"Ho perso il mio lavoro, ma cerco di mantenere la calma e mi ripeto ""mieux vaut tard que jamais"" per avere speranza nel futuro.",Ho,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ho,it
1,it,Expressions,it_Expressions,0,"Ho perso il mio lavoro, ma cerco di mantenere la calma e mi ripeto ""mieux vaut tard que jamais"" per avere speranza nel futuro.",perso,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,perso,it
2,it,Expressions,it_Expressions,0,"Ho perso il mio lavoro, ma cerco di mantenere la calma e mi ripeto ""mieux vaut tard que jamais"" per avere speranza nel futuro.",il,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,il,it
3,it,Expressions,it_Expressions,0,"Ho perso il mio lavoro, ma cerco di mantenere la calma e mi ripeto ""mieux vaut tard que jamais"" per avere speranza nel futuro.",mio,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,mio,it
4,it,Expressions,it_Expressions,0,"Ho perso il mio lavoro, ma cerco di mantenere la calma e mi ripeto ""mieux vaut tard que jamais"" per avere speranza nel futuro.",lavoro,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,lavoro,it
5,it,Expressions,it_Expressions,0,"Ho perso il mio lavoro, ma cerco di mantenere la calma e mi ripeto ""mieux vaut tard que jamais"" per avere speranza nel futuro.",ma,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ma,it
6,it,Expressions,it_Expressions,0,"Ho perso il mio lavoro, ma cerco di mantenere la calma e mi ripeto ""mieux vaut tard que jamais"" per avere speranza nel futuro.",cerco,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,cerco,it
7,it,Expressions,it_Expressions,0,"Ho perso il mio lavoro, ma cerco di mantenere la calma e mi ripeto ""mieux vaut tard que jamais"" per avere speranza nel futuro.",di,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,di,it
8,it,Expressions,it_Expressions,0,"Ho perso il mio lavoro, ma cerco di mantenere la calma e mi ripeto ""mieux vaut tard que jamais"" per avere speranza nel futuro.",mantenere,9,0.0,0.0,0.29,0.0,0.0,0.0,0.71,1.0,mantenere,it
9,it,Expressions,it_Expressions,0,"Ho perso il mio lavoro, ma cerco di mantenere la calma e mi ripeto ""mieux vaut tard que jamais"" per avere speranza nel futuro.",la,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,la,it
