index,MainLanguage,Category,Filename,SentenceIndex,Sentence,Word,wordLength,wordIsEN,sentenceIsEN,wordIsDE,sentenceIsDE,wordIsFR,sentenceIsFR,wordIsIT,sentenceIsIT
0,de,Quotations,de_Quotations,0,"Edmund Burke sagte einmal: ""The only thing necessary for the triumph of evil is for good men to do nothing.""",Edmund,6,0.57,1.0,0.43,0.0,0.0,0.0,0.0,0.0
1,de,Quotations,de_Quotations,0,"Edmund Burke sagte einmal: ""The only thing necessary for the triumph of evil is for good men to do nothing.""",Burke,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,de,Quotations,de_Quotations,0,"Edmund Burke sagte einmal: ""The only thing necessary for the triumph of evil is for good men to do nothing.""",sagte,5,0.0,1.0,0.71,0.0,0.14,0.0,0.14,0.0
3,de,Quotations,de_Quotations,0,"Edmund Burke sagte einmal: ""The only thing necessary for the triumph of evil is for good men to do nothing.""",einmal,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4,de,Quotations,de_Quotations,0,"Edmund Burke sagte einmal: ""The only thing necessary for the triumph of evil is for good men to do nothing.""",The,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,de,Quotations,de_Quotations,0,"Edmund Burke sagte einmal: ""The only thing necessary for the triumph of evil is for good men to do nothing.""",only,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,de,Quotations,de_Quotations,0,"Edmund Burke sagte einmal: ""The only thing necessary for the triumph of evil is for good men to do nothing.""",thing,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,de,Quotations,de_Quotations,0,"Edmund Burke sagte einmal: ""The only thing necessary for the triumph of evil is for good men to do nothing.""",necessary,9,0.14,1.0,0.0,0.0,0.0,0.0,0.86,0.0
8,de,Quotations,de_Quotations,0,"Edmund Burke sagte einmal: ""The only thing necessary for the triumph of evil is for good men to do nothing.""",for,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,de,Quotations,de_Quotations,0,"Edmund Burke sagte einmal: ""The only thing necessary for the triumph of evil is for good men to do nothing.""",the,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
